image,true_label,pred_label,is_correct_top1,is_correct_top2,is_correct_top3,top1_conf,top2_conf,top3_conf,top1_pred,top2_pred,top3_pred
11212.jpg,LIGHT SUMMER,LIGHT SUMMER,True,True,True,0.714183509349823,0.20071235299110413,0.0349322110414505,LIGHT SUMMER,LIGHT SPRING,MUTED SUMMER
11346.jpg,LIGHT SUMMER,LIGHT SPRING,False,True,True,0.5804767608642578,0.2585564851760864,0.07476034760475159,LIGHT SPRING,LIGHT SUMMER,MUTED SUMMER
11874.jpg,LIGHT SUMMER,LIGHT SPRING,False,True,True,0.7882968187332153,0.07292414456605911,0.07017374038696289,LIGHT SPRING,LIGHT SUMMER,WARM SPRING
11911.jpg,LIGHT SUMMER,MUTED SUMMER,False,True,True,0.5125360488891602,0.21399280428886414,0.11875416338443756,MUTED SUMMER,LIGHT SUMMER,COOL SUMMER
13722.jpg,LIGHT SUMMER,LIGHT SUMMER,True,True,True,0.5513523817062378,0.19166064262390137,0.15171591937541962,LIGHT SUMMER,COOL SUMMER,LIGHT SPRING
16773.jpg,LIGHT SUMMER,LIGHT SPRING,False,True,True,0.23126870393753052,0.16601112484931946,0.15672656893730164,LIGHT SPRING,LIGHT SUMMER,MUTED SUMMER
17537.jpg,LIGHT SUMMER,LIGHT SUMMER,True,True,True,0.30399784445762634,0.3001835346221924,0.19316527247428894,LIGHT SUMMER,LIGHT SPRING,COOL SUMMER
18196.jpg,LIGHT SUMMER,LIGHT SUMMER,True,True,True,0.5068824291229248,0.2489103376865387,0.10824333131313324,LIGHT SUMMER,MUTED SUMMER,COOL SUMMER
21445.jpg,LIGHT SUMMER,LIGHT SUMMER,True,True,True,0.3502238094806671,0.2612619400024414,0.1875748336315155,LIGHT SUMMER,LIGHT SPRING,MUTED SUMMER
23252.jpg,LIGHT SUMMER,LIGHT SUMMER,True,True,True,0.36367297172546387,0.1954466551542282,0.16970950365066528,LIGHT SUMMER,LIGHT SPRING,MUTED SUMMER
23378.jpg,LIGHT SUMMER,BRIGHT WINTER,False,True,True,0.3015969693660736,0.2276451289653778,0.1572931408882141,BRIGHT WINTER,LIGHT SUMMER,COOL WINTER
23446.jpg,LIGHT SUMMER,LIGHT SPRING,False,True,True,0.28116849064826965,0.26674920320510864,0.247406005859375,LIGHT SPRING,LIGHT SUMMER,COOL SUMMER
23602.jpg,LIGHT SUMMER,LIGHT SPRING,False,False,True,0.6380579471588135,0.1346735954284668,0.09355143457651138,LIGHT SPRING,MUTED SUMMER,LIGHT SUMMER
2437.jpg,LIGHT SUMMER,WARM SPRING,False,False,False,0.3132052421569824,0.24468806385993958,0.17888399958610535,WARM SPRING,WARM AUTUMN,MUTED AUTUMN
26386.jpg,LIGHT SUMMER,COOL SUMMER,False,False,False,0.2759406566619873,0.19004225730895996,0.12429699301719666,COOL SUMMER,WARM SPRING,MUTED SUMMER
2786.jpg,LIGHT SUMMER,MUTED SUMMER,False,False,True,0.42631566524505615,0.22690758109092712,0.19264446198940277,MUTED SUMMER,LIGHT SPRING,LIGHT SUMMER
28913.jpg,LIGHT SUMMER,LIGHT SUMMER,True,True,True,0.6600184440612793,0.17526429891586304,0.07111527770757675,LIGHT SUMMER,LIGHT SPRING,WARM SPRING
29346.jpg,LIGHT SUMMER,LIGHT SPRING,False,False,True,0.815327525138855,0.11850190162658691,0.038472529500722885,LIGHT SPRING,WARM SPRING,LIGHT SUMMER
29944.jpg,LIGHT SUMMER,COOL SUMMER,False,True,True,0.3234560489654541,0.22203925251960754,0.15931886434555054,COOL SUMMER,LIGHT SUMMER,LIGHT SPRING
3528.jpg,LIGHT SUMMER,LIGHT SUMMER,True,True,True,0.46323198080062866,0.1273544728755951,0.12692837417125702,LIGHT SUMMER,LIGHT SPRING,COOL SUMMER
546.jpg,LIGHT SUMMER,COOL SUMMER,False,False,True,0.33052507042884827,0.27082955837249756,0.16759639978408813,COOL SUMMER,BRIGHT WINTER,LIGHT SUMMER
7012.jpg,LIGHT SUMMER,LIGHT SUMMER,True,True,True,0.6333575248718262,0.25904929637908936,0.05586613714694977,LIGHT SUMMER,COOL SUMMER,LIGHT SPRING
773.jpg,LIGHT SUMMER,WARM SPRING,False,False,True,0.6408806443214417,0.11224906146526337,0.08941702544689178,WARM SPRING,LIGHT SPRING,LIGHT SUMMER
8383.jpg,LIGHT SUMMER,MUTED SUMMER,False,False,False,0.5583631992340088,0.23497198522090912,0.04889494925737381,MUTED SUMMER,MUTED AUTUMN,WARM SPRING
8745.jpg,LIGHT SUMMER,LIGHT SPRING,False,False,False,0.4674946069717407,0.17838738858699799,0.14079810678958893,LIGHT SPRING,BRIGHT SPRING,COOL SUMMER
20005.jpg,LIGHT SUMMER,LIGHT SUMMER,True,True,True,0.21632273495197296,0.1773403286933899,0.14755287766456604,LIGHT SUMMER,MUTED SUMMER,WARM SPRING
20101.jpg,LIGHT SUMMER,MUTED AUTUMN,False,False,False,0.6050867438316345,0.1869509220123291,0.07669349014759064,MUTED AUTUMN,LIGHT SPRING,WARM SPRING
20221.jpg,LIGHT SUMMER,LIGHT SPRING,False,True,True,0.5245908498764038,0.2388947308063507,0.11113232374191284,LIGHT SPRING,LIGHT SUMMER,WARM SPRING
21086.jpg,LIGHT SUMMER,LIGHT SUMMER,True,True,True,0.7796014547348022,0.10802324116230011,0.05884501710534096,LIGHT SUMMER,LIGHT SPRING,MUTED SUMMER
22967.jpg,LIGHT SUMMER,MUTED SUMMER,False,True,True,0.48463839292526245,0.2409861981868744,0.0900259017944336,MUTED SUMMER,LIGHT SUMMER,COOL SUMMER
23512.jpg,LIGHT SUMMER,LIGHT SUMMER,True,True,True,0.5008339285850525,0.1623883992433548,0.1458328813314438,LIGHT SUMMER,LIGHT SPRING,MUTED SUMMER
23540.jpg,LIGHT SUMMER,LIGHT SUMMER,True,True,True,0.6115856170654297,0.3099554181098938,0.030225422233343124,LIGHT SUMMER,LIGHT SPRING,MUTED SUMMER
23583.jpg,LIGHT SUMMER,LIGHT SUMMER,True,True,True,0.9122926592826843,0.04948876053094864,0.02292591892182827,LIGHT SUMMER,COOL SUMMER,LIGHT SPRING
25561.jpg,LIGHT SUMMER,MUTED SUMMER,False,False,True,0.3247160315513611,0.22821256518363953,0.1327473223209381,MUTED SUMMER,LIGHT SPRING,LIGHT SUMMER
25610.jpg,LIGHT SUMMER,LIGHT SUMMER,True,True,True,0.4729064106941223,0.28051623702049255,0.12298110127449036,LIGHT SUMMER,COOL SUMMER,BRIGHT WINTER
25803.jpg,LIGHT SUMMER,LIGHT SUMMER,True,True,True,0.31182053685188293,0.2333519458770752,0.16644152998924255,LIGHT SUMMER,MUTED SUMMER,LIGHT SPRING
26317.jpg,LIGHT SUMMER,LIGHT SUMMER,True,True,True,0.5157204270362854,0.15928959846496582,0.10998328030109406,LIGHT SUMMER,MUTED AUTUMN,WARM SPRING
26432.jpg,LIGHT SUMMER,COOL SUMMER,False,True,True,0.49520596861839294,0.22427064180374146,0.07676610350608826,COOL SUMMER,LIGHT SUMMER,WARM SPRING
27032.jpg,LIGHT SUMMER,LIGHT SPRING,False,True,True,0.7345966696739197,0.14143621921539307,0.05396061763167381,LIGHT SPRING,LIGHT SUMMER,WARM SPRING
27236.jpg,LIGHT SUMMER,BRIGHT SPRING,False,False,False,0.24911703169345856,0.23648236691951752,0.15848414599895477,BRIGHT SPRING,LIGHT SPRING,WARM SPRING
29503.jpg,LIGHT SUMMER,MUTED AUTUMN,False,False,False,0.3148798644542694,0.10800342261791229,0.10232958197593689,MUTED AUTUMN,MUTED SUMMER,WARM SPRING
29580.jpg,LIGHT SUMMER,LIGHT SPRING,False,True,True,0.38720208406448364,0.16406874358654022,0.14921295642852783,LIGHT SPRING,LIGHT SUMMER,WARM SPRING
11024.jpg,LIGHT SUMMER,LIGHT SUMMER,True,True,True,0.6196576356887817,0.25967034697532654,0.0487581230700016,LIGHT SUMMER,LIGHT SPRING,MUTED AUTUMN
13300.jpg,LIGHT SUMMER,LIGHT SUMMER,True,True,True,0.37479960918426514,0.35444384813308716,0.16246438026428223,LIGHT SUMMER,COOL SUMMER,LIGHT SPRING
13340.jpg,LIGHT SUMMER,LIGHT SUMMER,True,True,True,0.23212972283363342,0.1798832267522812,0.1314128041267395,LIGHT SUMMER,MUTED AUTUMN,LIGHT SPRING
13526.jpg,LIGHT SUMMER,LIGHT SPRING,False,True,True,0.3561790883541107,0.2654942572116852,0.15660643577575684,LIGHT SPRING,LIGHT SUMMER,COOL SUMMER
13595.jpg,LIGHT SUMMER,LIGHT SPRING,False,False,False,0.292866587638855,0.2580597996711731,0.18854176998138428,LIGHT SPRING,COOL SUMMER,BRIGHT SPRING
139.jpg,LIGHT SUMMER,LIGHT SUMMER,True,True,True,0.6155697107315063,0.19802209734916687,0.07886629551649094,LIGHT SUMMER,LIGHT SPRING,COOL SUMMER
14279.jpg,LIGHT SUMMER,MUTED SUMMER,False,False,False,0.36996179819107056,0.21221980452537537,0.14274024963378906,MUTED SUMMER,LIGHT SPRING,MUTED AUTUMN
14782.jpg,LIGHT SUMMER,COOL SUMMER,False,True,True,0.4763294458389282,0.17385485768318176,0.15713129937648773,COOL SUMMER,LIGHT SUMMER,MUTED SUMMER
14983.jpg,LIGHT SUMMER,LIGHT SUMMER,True,True,True,0.22418850660324097,0.19138751924037933,0.18377690017223358,LIGHT SUMMER,WARM SPRING,COOL SUMMER
16364.jpg,LIGHT SUMMER,LIGHT SUMMER,True,True,True,0.361009806394577,0.15015989542007446,0.078407883644104,LIGHT SUMMER,MUTED AUTUMN,LIGHT SPRING
16512.jpg,LIGHT SUMMER,LIGHT SPRING,False,False,True,0.5381576418876648,0.2004879266023636,0.16217726469039917,LIGHT SPRING,MUTED SUMMER,LIGHT SUMMER
16894.jpg,LIGHT SUMMER,MUTED SUMMER,False,False,True,0.9820950627326965,0.005208497401326895,0.00330560770817101,MUTED SUMMER,COOL WINTER,LIGHT SUMMER
17646.jpg,LIGHT SUMMER,MUTED SUMMER,False,False,True,0.2542266249656677,0.16009491682052612,0.14575591683387756,MUTED SUMMER,COOL SUMMER,LIGHT SUMMER
2223.jpg,LIGHT SUMMER,LIGHT SUMMER,True,True,True,0.5933297276496887,0.11907699704170227,0.08215124905109406,LIGHT SUMMER,LIGHT SPRING,COOL SUMMER
25034.jpg,LIGHT SUMMER,COOL SUMMER,False,False,False,0.36159390211105347,0.1683925837278366,0.13972803950309753,COOL SUMMER,MUTED SUMMER,MUTED AUTUMN
29256.jpg,LIGHT SUMMER,LIGHT SUMMER,True,True,True,0.5685575008392334,0.15038485825061798,0.14215919375419617,LIGHT SUMMER,MUTED AUTUMN,LIGHT SPRING
3056.jpg,LIGHT SUMMER,MUTED SUMMER,False,False,True,0.5463874340057373,0.2160397469997406,0.11369360983371735,MUTED SUMMER,LIGHT SPRING,LIGHT SUMMER
3101.jpg,LIGHT SUMMER,LIGHT SPRING,False,False,True,0.6186200380325317,0.21283701062202454,0.06236593425273895,LIGHT SPRING,MUTED SUMMER,LIGHT SUMMER
3296.jpg,LIGHT SUMMER,LIGHT SUMMER,True,True,True,0.8222790956497192,0.11340479552745819,0.028074219822883606,LIGHT SUMMER,MUTED SUMMER,LIGHT SPRING
3562.jpg,LIGHT SUMMER,LIGHT SUMMER,True,True,True,0.5205971002578735,0.3917614817619324,0.03902578726410866,LIGHT SUMMER,LIGHT SPRING,WARM SPRING
4103.jpg,LIGHT SUMMER,MUTED SUMMER,False,False,False,0.3511170744895935,0.21214137971401215,0.19214031100273132,MUTED SUMMER,COOL SUMMER,BRIGHT SPRING
476.jpg,LIGHT SUMMER,MUTED SUMMER,False,False,True,0.3563554883003235,0.2301217019557953,0.16575369238853455,MUTED SUMMER,COOL SUMMER,LIGHT SUMMER
6705.jpg,LIGHT SUMMER,LIGHT SUMMER,True,True,True,0.8096097707748413,0.0983530730009079,0.03765960782766342,LIGHT SUMMER,LIGHT SPRING,MUTED SUMMER
7963.jpg,LIGHT SUMMER,WARM SPRING,False,False,True,0.260616660118103,0.20151516795158386,0.20145127177238464,WARM SPRING,LIGHT SPRING,LIGHT SUMMER
8336.jpg,LIGHT SUMMER,LIGHT SUMMER,True,True,True,0.6430088877677917,0.16768547892570496,0.0691232979297638,LIGHT SUMMER,LIGHT SPRING,MUTED SUMMER
8353.jpg,LIGHT SUMMER,LIGHT SPRING,False,False,True,0.40879374742507935,0.22451379895210266,0.20631049573421478,LIGHT SPRING,MUTED SUMMER,LIGHT SUMMER
9318.jpg,LIGHT SUMMER,LIGHT SUMMER,True,True,True,0.4768850803375244,0.21264052391052246,0.13767531514167786,LIGHT SUMMER,MUTED SUMMER,LIGHT SPRING
1045.jpg,MUTED SUMMER,MUTED SUMMER,True,True,True,0.2090074121952057,0.17472954094409943,0.16144096851348877,MUTED SUMMER,COOL SUMMER,COOL WINTER
112.jpg,MUTED SUMMER,WARM SPRING,False,True,True,0.5222263336181641,0.15925036370754242,0.13100211322307587,WARM SPRING,MUTED SUMMER,LIGHT SPRING
11482.jpg,MUTED SUMMER,MUTED SUMMER,True,True,True,0.44886431097984314,0.27573078870773315,0.19477510452270508,MUTED SUMMER,BRIGHT SPRING,MUTED AUTUMN
13972.jpg,MUTED SUMMER,WARM AUTUMN,False,False,False,0.42989301681518555,0.12396803498268127,0.12238790839910507,WARM AUTUMN,COOL WINTER,BRIGHT SPRING
14407.jpg,MUTED SUMMER,WARM SPRING,False,False,False,0.5680232048034668,0.15185832977294922,0.13808295130729675,WARM SPRING,LIGHT SUMMER,LIGHT SPRING
14556.jpg,MUTED SUMMER,MUTED SUMMER,True,True,True,0.2691527009010315,0.2272430658340454,0.21649371087551117,MUTED SUMMER,MUTED AUTUMN,BRIGHT SPRING
18653.jpg,MUTED SUMMER,MUTED SUMMER,True,True,True,0.5566579103469849,0.20250189304351807,0.06007221341133118,MUTED SUMMER,LIGHT SUMMER,LIGHT SPRING
19391.jpg,MUTED SUMMER,MUTED SUMMER,True,True,True,0.3407478928565979,0.25793254375457764,0.10555724799633026,MUTED SUMMER,LIGHT SPRING,COOL SUMMER
20820.jpg,MUTED SUMMER,COOL WINTER,False,True,True,0.31106969714164734,0.28057295083999634,0.1718263328075409,COOL WINTER,MUTED SUMMER,MUTED AUTUMN
22236.jpg,MUTED SUMMER,LIGHT SPRING,False,False,False,0.28573939204216003,0.2423345446586609,0.11160540580749512,LIGHT SPRING,LIGHT SUMMER,MUTED AUTUMN
23638.jpg,MUTED SUMMER,COOL WINTER,False,False,False,0.22791022062301636,0.17375510931015015,0.15561828017234802,COOL WINTER,COOL SUMMER,BRIGHT SPRING
24916.jpg,MUTED SUMMER,DARK AUTUMN,False,False,False,0.5072487592697144,0.22479383647441864,0.11928081512451172,DARK AUTUMN,DARK WINTER,MUTED AUTUMN
25244.jpg,MUTED SUMMER,COOL SUMMER,False,True,True,0.5210118293762207,0.12409916520118713,0.10807500779628754,COOL SUMMER,MUTED SUMMER,LIGHT SUMMER
27819.jpg,MUTED SUMMER,COOL SUMMER,False,False,False,0.4592275023460388,0.12030719965696335,0.11634112894535065,COOL SUMMER,LIGHT SUMMER,LIGHT SPRING
29055.jpg,MUTED SUMMER,MUTED AUTUMN,False,True,True,0.46957722306251526,0.34763380885124207,0.0368075892329216,MUTED AUTUMN,MUTED SUMMER,COOL WINTER
29459.jpg,MUTED SUMMER,MUTED SUMMER,True,True,True,0.5923700332641602,0.0983031764626503,0.06660373508930206,MUTED SUMMER,MUTED AUTUMN,WARM AUTUMN
4679.jpg,MUTED SUMMER,MUTED SUMMER,True,True,True,0.35716259479522705,0.20127038657665253,0.12898287177085876,MUTED SUMMER,COOL WINTER,MUTED AUTUMN
5917.jpg,MUTED SUMMER,MUTED SUMMER,True,True,True,0.5577032566070557,0.17866221070289612,0.10982024669647217,MUTED SUMMER,MUTED AUTUMN,WARM AUTUMN
5948.jpg,MUTED SUMMER,MUTED SUMMER,True,True,True,0.6744577884674072,0.17168687283992767,0.058613285422325134,MUTED SUMMER,LIGHT SUMMER,LIGHT SPRING
8642.jpg,MUTED SUMMER,DARK WINTER,False,False,False,0.7784110307693481,0.19062229990959167,0.024732500314712524,DARK WINTER,DARK AUTUMN,COOL WINTER
21475.jpg,MUTED SUMMER,MUTED AUTUMN,False,False,True,0.32609760761260986,0.23959693312644958,0.22892865538597107,MUTED AUTUMN,WARM SPRING,MUTED SUMMER
21786.jpg,MUTED SUMMER,MUTED SUMMER,True,True,True,0.3234561085700989,0.18725617229938507,0.1401270180940628,MUTED SUMMER,MUTED AUTUMN,BRIGHT SPRING
21967.jpg,MUTED SUMMER,COOL SUMMER,False,False,False,0.38387030363082886,0.12896542251110077,0.11769568920135498,COOL SUMMER,LIGHT SUMMER,LIGHT SPRING
22269.jpg,MUTED SUMMER,COOL WINTER,False,False,False,0.30025577545166016,0.21006304025650024,0.12945519387722015,COOL WINTER,DARK WINTER,BRIGHT WINTER
22628.jpg,MUTED SUMMER,MUTED SUMMER,True,True,True,0.20935192704200745,0.20576247572898865,0.1698814332485199,MUTED SUMMER,COOL WINTER,MUTED AUTUMN
22995.jpg,MUTED SUMMER,MUTED SUMMER,True,True,True,0.36228084564208984,0.2898338735103607,0.10620950162410736,MUTED SUMMER,MUTED AUTUMN,WARM SPRING
23183.jpg,MUTED SUMMER,MUTED SUMMER,True,True,True,0.5297530889511108,0.16873236000537872,0.10167243331670761,MUTED SUMMER,MUTED AUTUMN,COOL SUMMER
23397.jpg,MUTED SUMMER,MUTED AUTUMN,False,True,True,0.33060744404792786,0.30072861909866333,0.18011358380317688,MUTED AUTUMN,MUTED SUMMER,BRIGHT SPRING
23557.jpg,MUTED SUMMER,MUTED AUTUMN,False,False,True,0.23234009742736816,0.1458202749490738,0.14525601267814636,MUTED AUTUMN,WARM SPRING,MUTED SUMMER
23667.jpg,MUTED SUMMER,MUTED SUMMER,True,True,True,0.31493085622787476,0.20855498313903809,0.19162175059318542,MUTED SUMMER,WARM SPRING,LIGHT SUMMER
23705.jpg,MUTED SUMMER,MUTED SUMMER,True,True,True,0.33723676204681396,0.1935923546552658,0.12076975405216217,MUTED SUMMER,MUTED AUTUMN,COOL WINTER
23889.jpg,MUTED SUMMER,MUTED SUMMER,True,True,True,0.7113931179046631,0.0927504450082779,0.07724712789058685,MUTED SUMMER,COOL WINTER,MUTED AUTUMN
26144.jpg,MUTED SUMMER,WARM AUTUMN,False,False,True,0.5881437659263611,0.11804923415184021,0.08456743508577347,WARM AUTUMN,DARK AUTUMN,MUTED SUMMER
26154.jpg,MUTED SUMMER,MUTED SUMMER,True,True,True,0.5126988291740417,0.16021570563316345,0.12647703289985657,MUTED SUMMER,COOL SUMMER,LIGHT SUMMER
26517.jpg,MUTED SUMMER,MUTED AUTUMN,False,True,True,0.5191460847854614,0.35730239748954773,0.05573749169707298,MUTED AUTUMN,MUTED SUMMER,LIGHT SUMMER
26899.jpg,MUTED SUMMER,MUTED SUMMER,True,True,True,0.5864841938018799,0.24266265332698822,0.05228153616189957,MUTED SUMMER,MUTED AUTUMN,LIGHT SPRING
26909.jpg,MUTED SUMMER,MUTED SUMMER,True,True,True,0.6090876460075378,0.21072867512702942,0.11878028512001038,MUTED SUMMER,WARM AUTUMN,MUTED AUTUMN
27298.jpg,MUTED SUMMER,MUTED SUMMER,True,True,True,0.9364590644836426,0.04510045051574707,0.0047578345984220505,MUTED SUMMER,MUTED AUTUMN,LIGHT SUMMER
28750.jpg,MUTED SUMMER,MUTED SUMMER,True,True,True,0.3335159122943878,0.17172232270240784,0.11178353428840637,MUTED SUMMER,COOL SUMMER,BRIGHT SPRING
28876.jpg,MUTED SUMMER,MUTED AUTUMN,False,True,True,0.3807317316532135,0.16328056156635284,0.11991912871599197,MUTED AUTUMN,MUTED SUMMER,COOL SUMMER
1043.jpg,MUTED SUMMER,MUTED SUMMER,True,True,True,0.28489890694618225,0.25141477584838867,0.23851720988750458,MUTED SUMMER,COOL SUMMER,BRIGHT SPRING
10433.jpg,MUTED SUMMER,COOL WINTER,False,False,False,0.13671037554740906,0.12480056285858154,0.12321055680513382,COOL WINTER,DARK AUTUMN,BRIGHT WINTER
11200.jpg,MUTED SUMMER,BRIGHT SPRING,False,False,False,0.19703590869903564,0.16760379076004028,0.140824094414711,BRIGHT SPRING,LIGHT SPRING,LIGHT SUMMER
12835.jpg,MUTED SUMMER,DARK WINTER,False,False,False,0.5503493547439575,0.30555760860443115,0.06647691130638123,DARK WINTER,DARK AUTUMN,COOL WINTER
13512.jpg,MUTED SUMMER,COOL SUMMER,False,True,True,0.27290230989456177,0.2637704014778137,0.13262589275836945,COOL SUMMER,MUTED SUMMER,BRIGHT SPRING
1377.jpg,MUTED SUMMER,MUTED SUMMER,True,True,True,0.2833353579044342,0.2418258786201477,0.16531690955162048,MUTED SUMMER,COOL SUMMER,BRIGHT WINTER
15032.jpg,MUTED SUMMER,COOL WINTER,False,True,True,0.41606396436691284,0.28166842460632324,0.14003683626651764,COOL WINTER,MUTED SUMMER,MUTED AUTUMN
17144.jpg,MUTED SUMMER,COOL SUMMER,False,False,False,0.21305245161056519,0.17866140604019165,0.17691068351268768,COOL SUMMER,MUTED AUTUMN,COOL WINTER
18619.jpg,MUTED SUMMER,COOL WINTER,False,False,True,0.2814815938472748,0.2801394462585449,0.09502580016851425,COOL WINTER,BRIGHT WINTER,MUTED SUMMER
21349.jpg,MUTED SUMMER,COOL SUMMER,False,False,False,0.3717586100101471,0.22445513308048248,0.2159273773431778,COOL SUMMER,BRIGHT SPRING,BRIGHT WINTER
23616.jpg,MUTED SUMMER,BRIGHT WINTER,False,False,False,0.3587711453437805,0.3206014037132263,0.1259230077266693,BRIGHT WINTER,COOL SUMMER,BRIGHT SPRING
24616.jpg,MUTED SUMMER,MUTED SUMMER,True,True,True,0.34258562326431274,0.21671262383460999,0.14238134026527405,MUTED SUMMER,COOL SUMMER,MUTED AUTUMN
28839.jpg,MUTED SUMMER,COOL SUMMER,False,False,False,0.3795362114906311,0.22777613997459412,0.13920767605304718,COOL SUMMER,LIGHT SPRING,BRIGHT SPRING
2896.jpg,MUTED SUMMER,COOL SUMMER,False,False,True,0.25388944149017334,0.21216335892677307,0.15805362164974213,COOL SUMMER,LIGHT SUMMER,MUTED SUMMER
29871.jpg,MUTED SUMMER,MUTED SUMMER,True,True,True,0.29756003618240356,0.2458072006702423,0.1435316950082779,MUTED SUMMER,LIGHT SPRING,COOL SUMMER
4887.jpg,MUTED SUMMER,COOL SUMMER,False,True,True,0.34851664304733276,0.2842419147491455,0.15920943021774292,COOL SUMMER,MUTED SUMMER,BRIGHT SPRING
4952.jpg,MUTED SUMMER,MUTED SUMMER,True,True,True,0.33679959177970886,0.2825678884983063,0.1261512190103531,MUTED SUMMER,WARM AUTUMN,COOL WINTER
539.jpg,MUTED SUMMER,COOL SUMMER,False,True,True,0.6003103256225586,0.18327856063842773,0.11798341572284698,COOL SUMMER,MUTED SUMMER,BRIGHT SPRING
6308.jpg,MUTED SUMMER,COOL SUMMER,False,True,True,0.4469849169254303,0.2887831926345825,0.09372013807296753,COOL SUMMER,MUTED SUMMER,BRIGHT SPRING
677.jpg,MUTED SUMMER,MUTED SUMMER,True,True,True,0.623096227645874,0.25818997621536255,0.04850183054804802,MUTED SUMMER,MUTED AUTUMN,LIGHT SUMMER
7424.jpg,MUTED SUMMER,COOL SUMMER,False,False,False,0.39890962839126587,0.2509968876838684,0.13285507261753082,COOL SUMMER,BRIGHT WINTER,BRIGHT SPRING
8558.jpg,MUTED SUMMER,MUTED AUTUMN,False,False,False,0.5272104740142822,0.10628779232501984,0.09629156440496445,MUTED AUTUMN,COOL WINTER,DARK AUTUMN
8895.jpg,MUTED SUMMER,COOL SUMMER,False,True,True,0.14811718463897705,0.13727498054504395,0.11589638888835907,COOL SUMMER,MUTED SUMMER,COOL WINTER
12591.jpg,BRIGHT WINTER,BRIGHT SPRING,False,True,True,0.7287279367446899,0.06584475934505463,0.05856333300471306,BRIGHT SPRING,BRIGHT WINTER,COOL SUMMER
13184.jpg,BRIGHT WINTER,BRIGHT WINTER,True,True,True,0.45141083002090454,0.27551496028900146,0.11173269152641296,BRIGHT WINTER,COOL SUMMER,BRIGHT SPRING
13195.jpg,BRIGHT WINTER,BRIGHT WINTER,True,True,True,0.8381917476654053,0.09248414635658264,0.044699378311634064,BRIGHT WINTER,BRIGHT SPRING,COOL SUMMER
15066.jpg,BRIGHT WINTER,COOL SUMMER,False,True,True,0.43900856375694275,0.19514235854148865,0.1380171775817871,COOL SUMMER,BRIGHT WINTER,BRIGHT SPRING
15268.jpg,BRIGHT WINTER,BRIGHT WINTER,True,True,True,0.7483339309692383,0.1477581262588501,0.06839916855096817,BRIGHT WINTER,COOL SUMMER,BRIGHT SPRING
16242.jpg,BRIGHT WINTER,BRIGHT WINTER,True,True,True,0.2677745521068573,0.23921364545822144,0.17318883538246155,BRIGHT WINTER,BRIGHT SPRING,MUTED AUTUMN
16259.jpg,BRIGHT WINTER,COOL SUMMER,False,True,True,0.5472261309623718,0.3420015573501587,0.05174725502729416,COOL SUMMER,BRIGHT WINTER,MUTED SUMMER
17363.jpg,BRIGHT WINTER,BRIGHT WINTER,True,True,True,0.9230811595916748,0.03063775599002838,0.012907365337014198,BRIGHT WINTER,COOL SUMMER,BRIGHT SPRING
19302.jpg,BRIGHT WINTER,DARK WINTER,False,False,True,0.5048893094062805,0.28250086307525635,0.13467399775981903,DARK WINTER,COOL WINTER,BRIGHT WINTER
20466.jpg,BRIGHT WINTER,BRIGHT WINTER,True,True,True,0.8956036567687988,0.07609869539737701,0.015438424423336983,BRIGHT WINTER,COOL SUMMER,BRIGHT SPRING
21974.jpg,BRIGHT WINTER,BRIGHT WINTER,True,True,True,0.4213343858718872,0.3389045000076294,0.12317211925983429,BRIGHT WINTER,BRIGHT SPRING,COOL SUMMER
23228.jpg,BRIGHT WINTER,BRIGHT WINTER,True,True,True,0.8005375862121582,0.12942028045654297,0.04913013428449631,BRIGHT WINTER,BRIGHT SPRING,COOL SUMMER
23533.jpg,BRIGHT WINTER,COOL SUMMER,False,False,False,0.22629839181900024,0.16083621978759766,0.13995514810085297,COOL SUMMER,BRIGHT SPRING,MUTED AUTUMN
24190.jpg,BRIGHT WINTER,COOL SUMMER,False,False,False,0.35700899362564087,0.26650670170783997,0.2336919605731964,COOL SUMMER,BRIGHT SPRING,MUTED SUMMER
26339.jpg,BRIGHT WINTER,COOL SUMMER,False,True,True,0.32073158025741577,0.2747701108455658,0.2533619999885559,COOL SUMMER,BRIGHT WINTER,BRIGHT SPRING
27676.jpg,BRIGHT WINTER,MUTED AUTUMN,False,False,False,0.21369768679141998,0.2085937112569809,0.1715914011001587,MUTED AUTUMN,MUTED SUMMER,COOL WINTER
27998.jpg,BRIGHT WINTER,COOL SUMMER,False,False,False,0.4658641219139099,0.15795263648033142,0.09295676648616791,COOL SUMMER,LIGHT SUMMER,LIGHT SPRING
3078.jpg,BRIGHT WINTER,BRIGHT WINTER,True,True,True,0.6820405125617981,0.17900726199150085,0.06656920164823532,BRIGHT WINTER,COOL SUMMER,BRIGHT SPRING
4187.jpg,BRIGHT WINTER,COOL SUMMER,False,True,True,0.5749671459197998,0.3314747214317322,0.03407420217990875,COOL SUMMER,BRIGHT WINTER,BRIGHT SPRING
4749.jpg,BRIGHT WINTER,BRIGHT WINTER,True,True,True,0.5531183481216431,0.29081353545188904,0.100629061460495,BRIGHT WINTER,COOL SUMMER,BRIGHT SPRING
6526.jpg,BRIGHT WINTER,COOL SUMMER,False,True,True,0.3794451057910919,0.3512383699417114,0.11852994561195374,COOL SUMMER,BRIGHT WINTER,BRIGHT SPRING
