label,filename,partition,sk_L,sk_a,sk_b,hr_L,hr_a,hr_b,lp_L,lp_a,lp_b,ey_L,ey_a,ey_b
MUTED SUMMER,16036.jpg,train,164.0,3.0,2.0,148.0,-1.0,5.0,135.5,13.0,0.0,79.0,-1.0,0.0
MUTED SUMMER,16229.jpg,train,195.0,5.0,2.0,183.0,-1.0,5.0,166.0,21.0,-2.0,119.0,2.0,3.0
MUTED SUMMER,16961.jpg,train,205.0,5.0,5.0,195.0,1.0,3.0,179.0,22.0,2.0,114.0,0.0,-2.0
MUTED SUMMER,17465.jpg,train,163.0,11.0,7.0,185.0,-4.0,8.0,152.0,24.0,1.0,39.0,2.0,3.0
MUTED SUMMER,17692.jpg,train,123.0,1.0,-8.0,38.0,0.0,5.0,95.0,11.0,-12.0,45.0,0.0,-3.0
MUTED SUMMER,17912.jpg,train,160.0,2.0,6.0,118.0,1.0,5.0,120.0,9.0,2.0,105.0,0.0,0.0
MUTED SUMMER,17943.jpg,train,174.0,5.0,6.0,166.0,0.0,4.0,133.0,34.0,8.0,64.0,4.0,0.0
MUTED SUMMER,18508.jpg,train,151.0,3.0,12.0,144.0,2.0,11.0,93.0,33.0,14.0,58.0,4.0,-11.0
MUTED SUMMER,18540.jpg,train,162.0,11.0,17.0,72.0,1.0,16.0,133.0,25.0,15.0,50.0,7.0,9.0
MUTED SUMMER,18845.jpg,train,145.0,5.0,4.0,75.0,-3.0,4.0,107.0,16.0,10.0,51.0,-2.0,6.0
MUTED SUMMER,19176.jpg,train,156.0,2.0,3.0,149.0,-6.0,0.0,126.0,22.0,-5.0,97.0,-4.0,-3.0
MUTED SUMMER,19289.jpg,train,143.0,7.0,3.0,114.0,-3.0,9.0,125.0,21.0,-8.0,86.0,3.0,-11.0
MUTED SUMMER,19392.jpg,train,165.0,9.0,-1.0,145.0,-6.0,9.0,104.0,29.0,4.0,63.0,3.0,5.0
MUTED SUMMER,20235.jpg,train,189.0,8.0,11.0,127.0,1.0,10.0,144.0,27.0,7.0,108.0,-4.0,-4.0
MUTED SUMMER,20763.jpg,train,184.0,4.0,0.0,125.0,0.0,7.0,132.0,24.0,1.0,105.0,1.0,1.0
MUTED SUMMER,2405.jpg,train,175.0,4.0,-6.0,147.0,-3.0,5.0,137.0,22.0,-7.0,81.0,0.0,-5.0
MUTED SUMMER,2536.jpg,train,83.0,3.0,0.0,55.0,0.0,4.0,57.0,9.0,-4.0,46.0,1.0,-7.0
MUTED SUMMER,2698.jpg,train,184.0,10.0,11.0,216.0,-2.0,7.0,146.0,30.0,10.0,54.0,3.0,1.0
MUTED SUMMER,2907.jpg,train,140.0,10.0,-15.0,137.0,3.0,-8.0,111.0,23.0,-12.0,73.0,7.0,-6.0
MUTED SUMMER,2987.jpg,train,128.0,8.0,4.0,108.0,1.0,6.0,82.0,26.0,-3.0,8.0,8.0,-2.0
MUTED SUMMER,3355.jpg,train,185.0,2.0,4.0,87.0,5.0,12.0,129.0,28.0,9.0,54.0,6.0,-1.0
MUTED SUMMER,3904.jpg,train,188.0,0.0,0.0,77.0,4.0,11.0,108.0,37.0,9.0,130.0,-4.0,-9.0
MUTED SUMMER,4296.jpg,train,182.0,6.0,0.0,101.0,-3.0,0.0,131.0,16.0,-4.0,97.0,-3.0,-5.0
MUTED SUMMER,4350.jpg,train,178.0,5.0,4.0,203.0,-4.0,-4.0,145.0,21.0,3.0,87.0,4.0,0.0
MUTED SUMMER,4980.jpg,train,130.0,3.0,12.0,93.0,1.0,13.0,102.0,19.0,10.0,64.0,1.0,-1.0
MUTED SUMMER,6154.jpg,train,160.0,11.0,9.0,109.0,1.0,17.0,129.0,30.0,3.0,111.0,1.0,-3.0
MUTED SUMMER,6477.jpg,train,190.0,5.0,3.0,138.0,2.0,2.0,138.0,18.0,1.0,16.0,1.0,-1.0
MUTED SUMMER,6547.jpg,train,147.0,10.0,9.0,119.0,-1.0,12.0,109.0,26.0,-3.0,69.0,3.0,-5.0
MUTED SUMMER,6771.jpg,train,158.0,4.0,2.0,142.0,-4.0,2.0,145.0,18.0,-3.0,53.0,0.0,-4.0
MUTED SUMMER,7279.jpg,train,177.0,12.0,-2.0,200.0,-6.0,5.0,139.0,35.0,13.0,89.0,-1.0,2.0
MUTED SUMMER,758.jpg,train,165.0,-3.0,9.0,155.0,-8.0,6.0,118.0,23.0,21.0,27.0,0.0,2.0
MUTED SUMMER,8975.jpg,train,138.0,4.0,-4.0,78.0,1.0,9.0,96.0,17.0,-5.0,56.0,1.0,-4.0
MUTED SUMMER,9911.jpg,train,160.0,-8.0,-2.0,95.0,2.0,3.0,85.0,20.0,1.0,72.0,0.0,-14.0
MUTED SUMMER,images-100_1.png,train,172.0,4.0,0.0,143.0,-4.0,7.0,144.0,21.0,-5.0,63.0,3.0,2.0
MUTED SUMMER,images-104_1.png,train,179.0,3.0,-2.0,104.0,-1.0,5.0,143.0,14.0,-7.0,90.0,-1.0,-11.0
MUTED SUMMER,images-105_1.png,train,158.0,4.0,-8.0,99.0,-1.0,5.0,111.0,18.0,-11.0,40.0,2.0,-11.0
MUTED SUMMER,images-106_1.png,train,167.0,2.0,-2.0,73.0,0.0,4.0,145.0,13.0,-4.0,84.0,-2.0,-18.0
MUTED SUMMER,images-107_1.png,train,175.0,8.0,5.0,144.0,-1.0,4.0,139.0,22.0,-1.0,108.0,-1.0,-11.0
MUTED SUMMER,images-110_1.png,train,169.0,5.0,3.0,100.0,-4.0,3.0,121.0,43.0,4.0,58.0,4.0,1.0
MUTED SUMMER,images-111_1.png,train,168.0,3.0,6.0,159.0,-5.0,4.0,145.0,22.0,-1.0,51.0,4.0,-7.0
MUTED SUMMER,images-113_1.png,train,180.0,1.0,-4.0,137.0,-2.0,2.0,150.0,15.0,-9.0,62.0,1.0,-3.0
MUTED SUMMER,images-114_1.png,train,140.0,1.0,3.0,136.0,-3.0,7.0,89.0,28.0,10.0,59.0,0.0,-5.0
MUTED SUMMER,images-115_1.png,train,129.0,7.0,7.0,141.0,-4.0,1.0,117.0,21.0,-1.0,12.0,2.0,0.0
MUTED SUMMER,images-117_1.png,train,176.0,4.0,-6.0,154.0,-4.0,3.0,147.0,14.0,-11.0,55.0,2.0,-4.0
MUTED SUMMER,images-119_1.png,train,147.0,7.0,11.0,171.0,-4.0,6.0,117.0,21.0,3.0,20.0,2.0,-1.0
MUTED SUMMER,images-12_2.png,train,199.0,1.0,3.0,47.0,0.0,7.0,154.0,21.0,-5.0,124.0,-3.0,-12.5
MUTED SUMMER,images-120_1.png,train,183.0,4.0,-2.0,156.0,-3.0,5.0,133.0,25.0,0.0,77.0,3.0,-3.0
MUTED SUMMER,images-121_1.png,train,188.0,3.0,-5.0,157.0,-2.0,3.0,143.0,20.0,3.0,71.0,2.0,-1.0
MUTED SUMMER,images-122.png,train,204.0,2.0,-3.0,165.0,-2.0,4.0,166.0,18.0,-5.0,85.0,3.0,1.0
MUTED SUMMER,images-123.png,train,191.0,3.0,-5.0,156.0,-1.0,3.0,167.0,15.0,-5.0,104.0,2.0,-8.0
MUTED SUMMER,images-127.png,train,199.0,2.0,-7.0,160.0,-3.0,7.0,138.0,24.0,-2.0,87.0,1.0,-5.0
MUTED SUMMER,images-129.png,train,177.0,1.0,-1.0,121.0,-3.0,5.0,131.0,21.0,-3.0,52.0,-1.0,-1.0
MUTED SUMMER,images-13_2.png,train,177.0,2.0,2.0,42.0,-1.0,2.0,131.0,23.0,3.0,115.0,-4.0,-9.0
MUTED SUMMER,images-130.png,train,215.0,1.0,-7.0,176.0,-2.0,6.0,143.0,29.0,2.0,109.0,1.0,-7.0
MUTED SUMMER,images-131.png,train,185.0,3.0,-3.0,116.0,-2.0,5.0,124.0,22.0,-1.0,75.0,1.0,-3.0
MUTED SUMMER,images-132.png,train,199.0,1.0,1.0,190.0,-7.0,5.0,101.0,52.0,20.0,91.0,2.0,-2.0
MUTED SUMMER,images-133.png,train,169.0,-1.0,3.0,51.0,5.0,9.0,140.0,19.0,-5.0,95.0,1.0,-23.0
MUTED SUMMER,images-136.png,train,174.0,2.0,-7.0,37.0,0.0,4.0,132.0,17.0,-7.0,100.0,0.0,-21.0
MUTED SUMMER,images-137.png,train,127.0,4.0,8.0,66.0,-1.0,4.0,117.0,16.0,-6.0,55.0,0.0,-10.0
MUTED SUMMER,images-138.png,train,184.0,1.0,1.0,109.0,0.0,1.0,146.0,16.0,-1.0,95.0,-1.0,-16.0
MUTED SUMMER,images-139.png,train,149.0,5.0,3.0,96.0,-3.0,3.0,125.0,17.0,-5.0,53.0,5.0,-22.0
MUTED SUMMER,images-140.png,train,141.0,0.0,-2.0,72.0,-2.0,2.0,117.0,19.0,-18.0,78.0,6.0,-25.0
MUTED SUMMER,images-142.png,train,137.0,3.0,8.0,82.0,0.0,1.0,124.0,13.0,1.0,69.0,-1.0,-6.0
MUTED SUMMER,images-143.png,train,210.0,4.0,-3.0,150.0,-4.0,3.0,162.0,24.0,0.0,113.0,-4.0,-7.0
MUTED SUMMER,images-145.png,train,172.0,5.0,-2.0,141.0,-3.0,2.0,130.0,21.0,0.0,85.0,0.0,-6.0
MUTED SUMMER,images-146.png,train,158.0,4.0,1.0,169.0,-6.0,7.0,98.0,27.0,9.0,65.0,0.0,1.0
MUTED SUMMER,images-147.png,train,161.0,4.0,-1.0,144.0,-4.0,11.0,102.0,35.0,15.0,75.0,0.0,-2.0
MUTED SUMMER,images-149.png,train,178.0,3.0,7.0,195.0,-7.0,5.0,141.0,16.0,2.0,54.0,0.0,0.0
MUTED SUMMER,images-15_2.png,train,151.0,1.0,0.0,89.0,0.0,6.0,100.0,21.0,1.0,63.0,-2.0,-7.0
MUTED SUMMER,images-150.png,train,193.0,4.0,-5.0,156.0,-2.0,5.0,146.0,23.0,-3.0,117.0,0.0,-9.0
MUTED SUMMER,images-151.png,train,179.0,-2.0,-1.0,52.0,3.0,11.0,129.0,13.0,0.0,69.0,-2.0,-3.0
MUTED SUMMER,images-153.png,train,180.0,7.0,-5.0,146.0,-1.0,7.0,133.0,25.0,-12.0,82.0,4.0,-11.0
MUTED SUMMER,images-154.png,train,199.0,1.0,1.0,113.0,-2.0,8.0,164.0,17.0,-1.0,113.0,-3.0,-7.0
MUTED SUMMER,images-156.png,train,169.0,5.0,5.0,118.0,-2.0,8.0,118.0,27.0,6.0,77.0,-4.0,-3.0
MUTED SUMMER,images-157.png,train,166.0,2.0,-2.0,141.0,-3.0,6.0,98.0,31.0,6.0,70.0,1.0,-3.0
MUTED SUMMER,images-158.png,train,176.0,5.0,-6.0,147.0,-7.0,7.0,131.0,34.0,-7.0,92.0,1.0,-18.0
MUTED SUMMER,images-16_2.png,train,162.0,1.0,-1.0,95.0,-3.0,9.0,136.0,13.0,-8.0,62.0,-3.0,-2.0
MUTED SUMMER,images-161.png,train,170.0,1.0,-6.0,104.0,-1.0,8.0,97.0,28.0,2.0,71.0,0.0,-5.0
MUTED SUMMER,images-162.png,train,194.0,0.0,-6.0,72.0,1.0,13.0,112.0,24.0,2.0,65.0,4.0,-12.0
MUTED SUMMER,images-163.png,train,199.0,-2.0,0.0,58.0,4.0,4.0,133.0,24.0,3.0,61.0,3.0,-9.0
MUTED SUMMER,images-164.png,train,211.0,1.0,-4.0,142.0,-3.0,9.0,161.0,22.0,-5.0,114.0,2.0,-12.0
MUTED SUMMER,images-165.png,train,181.0,4.0,-5.0,144.0,-2.0,3.0,145.0,20.0,-5.0,122.0,-1.0,-15.0
MUTED SUMMER,images-166.png,train,153.0,0.0,-1.0,79.0,-1.0,3.0,112.0,12.0,4.0,113.0,0.0,-20.0
MUTED SUMMER,images-167.png,train,184.0,4.0,-9.0,109.0,1.0,1.0,108.0,20.0,-4.0,57.0,2.0,-10.0
MUTED SUMMER,images-168.png,train,163.0,7.0,6.0,100.0,0.0,2.0,123.5,30.0,6.0,112.0,-4.0,-6.0
MUTED SUMMER,images-169.png,train,170.0,4.0,5.0,53.0,0.0,4.0,141.0,20.0,2.0,79.0,-1.0,0.0
MUTED SUMMER,images-17_2.png,train,127.0,3.0,0.0,32.0,-2.0,2.0,105.0,22.0,-13.0,49.0,-2.0,0.0
MUTED SUMMER,images-170.png,train,168.0,5.0,4.0,69.0,3.0,8.0,137.0,15.0,2.0,82.0,-1.0,0.0
MUTED SUMMER,images-172.png,train,155.0,1.0,0.0,68.0,-3.0,8.0,121.0,15.0,-8.0,88.0,-6.0,-9.0
MUTED SUMMER,images-175.png,train,177.0,-1.0,5.0,46.0,0.0,5.0,171.0,11.0,-9.0,135.0,-4.0,-12.0
MUTED SUMMER,images-177.png,train,162.0,0.0,-2.0,69.0,0.0,2.0,124.0,15.0,0.0,120.0,-3.0,-8.0
MUTED SUMMER,images-178.png,train,152.0,-2.0,1.0,93.0,-2.0,3.0,127.0,9.0,-1.0,71.0,-2.0,6.0
MUTED SUMMER,images-179.png,train,183.0,2.0,3.0,80.0,2.0,9.0,163.0,7.0,-4.0,120.0,-2.0,-6.0
MUTED SUMMER,images-180.png,train,144.0,1.0,3.0,61.0,0.0,-2.0,114.0,11.0,-1.0,92.0,-2.0,2.0
MUTED SUMMER,images-181.png,train,164.0,2.0,4.0,156.0,-1.0,1.0,132.0,10.0,3.0,82.0,3.0,4.0
MUTED SUMMER,images-19_2.png,train,158.0,4.0,-2.0,29.0,-5.0,5.0,139.0,16.0,-6.0,96.0,-6.0,-5.0
MUTED SUMMER,images-2_2.png,train,138.0,5.0,4.0,70.0,-2.0,7.0,99.0,21.0,2.0,103.0,-3.0,-13.0
MUTED SUMMER,images-20_2.png,train,157.0,1.0,1.0,44.0,1.0,4.0,125.0,32.0,5.0,96.0,-1.0,4.0
MUTED SUMMER,images-22_2.png,train,177.0,3.0,1.0,68.0,0.0,7.0,139.0,13.0,0.0,82.0,-3.0,3.0
MUTED SUMMER,images-23_2.png,train,184.0,-2.0,-2.0,54.0,1.0,1.0,111.0,34.0,9.0,92.0,-2.0,-5.0
MUTED SUMMER,images-25_2.png,train,152.0,4.0,6.0,36.0,1.0,2.0,122.0,16.0,4.0,77.5,-1.0,1.0
MUTED SUMMER,images-27_2.png,train,183.0,-1.0,1.0,96.0,2.0,6.0,136.0,17.0,4.0,99.0,0.0,-8.0
MUTED SUMMER,images-28_2.png,train,157.0,1.0,5.0,54.0,0.0,2.0,103.0,22.0,-4.0,69.5,-1.0,-10.0
MUTED SUMMER,images-29_2.png,train,144.0,0.0,-8.0,10.0,2.0,3.0,114.0,13.0,-12.0,76.0,-1.0,-20.0
MUTED SUMMER,images-3_2.png,train,164.0,6.0,8.0,127.0,0.0,10.0,122.0,21.0,6.0,116.0,-3.0,-5.0
MUTED SUMMER,images-30_2.png,train,172.0,1.0,-8.0,72.0,0.0,8.0,124.0,15.0,-3.0,116.0,0.0,-22.0
MUTED SUMMER,images-31_2.png,train,170.0,3.0,-5.0,94.0,-2.0,7.0,127.0,18.0,-2.0,86.0,-3.0,-2.0
MUTED SUMMER,images-33_2.png,train,176.0,3.0,-5.0,106.0,-2.0,8.0,111.0,19.0,-10.0,61.0,-2.0,-1.0
MUTED SUMMER,images-34_2.png,train,162.0,3.0,1.0,119.0,-1.0,8.0,101.0,28.0,3.0,83.0,1.0,-1.5
MUTED SUMMER,images-35_2.png,train,174.0,3.0,0.0,120.0,-1.0,10.0,126.0,24.0,-5.0,86.0,0.0,0.0
MUTED SUMMER,images-37_2.png,train,181.0,2.0,3.0,113.0,1.0,12.0,153.0,15.0,0.0,95.0,1.0,-3.0
MUTED SUMMER,images-39_2.png,train,169.0,6.0,-9.0,133.0,-3.0,11.0,128.0,21.0,-1.0,52.0,4.0,1.0
MUTED SUMMER,images-40_2.png,train,174.0,1.0,4.0,97.0,1.0,9.0,142.0,24.0,6.0,73.0,3.0,-1.0
MUTED SUMMER,images-42_2.png,train,192.0,1.0,-6.0,143.0,-3.0,7.0,131.0,36.0,-5.0,142.0,2.0,-7.0
MUTED SUMMER,images-43_2.png,train,173.0,5.0,6.0,188.0,-5.0,1.0,130.0,28.0,4.0,60.0,5.0,2.0
MUTED SUMMER,images-44_2.png,train,179.0,1.0,-4.0,141.0,-4.0,9.0,146.0,15.0,3.0,68.0,4.0,1.5
MUTED SUMMER,images-47_2.png,train,185.0,4.0,-3.0,151.0,-3.0,3.0,143.0,16.0,4.0,100.0,4.0,-4.0
MUTED SUMMER,images-48_2.png,train,186.0,5.0,0.0,194.0,-5.0,3.0,145.0,24.0,-6.0,89.0,2.0,-4.0
MUTED SUMMER,images-49_2.png,train,186.0,5.0,-5.0,176.0,-3.0,5.0,125.0,17.0,-9.0,59.0,3.0,-5.0
MUTED SUMMER,images-5_2.png,train,178.0,6.0,7.0,98.0,-2.0,5.0,144.0,22.0,1.0,105.0,-2.0,-6.0
MUTED SUMMER,images-51_2.png,train,164.0,2.0,-4.0,148.0,-2.0,4.0,141.0,13.0,-4.0,49.0,1.0,-3.0
MUTED SUMMER,images-52_2.png,train,169.0,1.0,1.0,71.0,-2.0,3.0,146.0,15.0,2.0,68.0,-1.0,-4.0
MUTED SUMMER,images-53_2.png,train,180.0,4.0,-4.0,111.0,-1.0,10.0,105.0,32.0,-2.0,94.0,0.0,-10.0
MUTED SUMMER,images-54_2.png,train,176.0,4.0,5.0,148.0,-2.0,8.0,128.0,13.0,5.0,88.0,0.0,-5.0
MUTED SUMMER,images-55_2.png,train,122.0,3.0,-3.0,79.0,-3.0,2.0,69.0,27.0,13.0,50.0,-3.0,-3.0
MUTED SUMMER,images-57_2.png,train,181.0,5.0,-2.0,132.0,-2.0,11.0,145.0,22.0,-1.0,107.0,0.0,-10.0
MUTED SUMMER,images-58_2.png,train,199.0,4.0,1.0,163.0,-1.0,4.0,150.0,31.0,4.0,150.0,-2.0,-8.0
MUTED SUMMER,images-59_2.png,train,190.0,0.0,-3.0,121.0,-1.0,3.0,106.0,37.0,-2.0,81.0,2.0,2.0
MUTED SUMMER,images-6_2.png,train,157.0,4.0,4.0,107.0,0.0,2.0,121.0,13.0,6.0,84.0,2.0,-13.0
MUTED SUMMER,images-60_2.png,train,187.0,0.0,13.0,179.0,-8.0,15.0,127.0,34.0,20.0,97.0,1.0,9.0
MUTED SUMMER,images-61_2.png,train,140.0,4.0,6.0,130.0,-4.0,8.0,102.0,20.5,9.0,12.0,6.0,2.0
MUTED SUMMER,images-64_2.png,train,156.0,4.0,2.0,181.0,-5.0,0.0,91.0,26.0,3.0,31.0,4.0,2.0
MUTED SUMMER,images-65_2.png,train,156.0,4.0,-5.0,96.0,-2.0,8.0,120.0,17.0,1.0,35.0,3.0,-1.0
MUTED SUMMER,images-66_2.png,train,165.0,3.0,-2.0,86.0,0.0,6.0,137.0,14.0,-5.0,80.0,2.0,-7.0
MUTED SUMMER,images-67_2.png,train,178.0,8.0,5.0,167.0,-3.0,7.0,155.0,19.0,1.0,77.0,4.0,-1.0
MUTED SUMMER,images-68_2.png,train,149.0,3.0,5.0,114.0,2.0,5.0,115.0,15.0,4.0,54.0,4.0,3.0
MUTED SUMMER,images-7_2.png,train,170.0,5.0,2.0,106.0,-2.0,0.0,129.0,21.0,-2.0,93.0,-2.0,-5.0
MUTED SUMMER,images-71_2.png,train,140.0,5.0,9.0,123.0,-2.0,5.0,113.0,12.0,5.0,43.0,0.0,-1.0
MUTED SUMMER,images-72_2.png,train,142.0,6.0,5.0,119.0,-1.0,3.0,124.0,12.0,0.0,34.0,1.0,-3.0
MUTED SUMMER,images-74_2.png,train,173.0,6.0,-1.0,125.0,-1.0,5.0,107.0,34.0,-3.0,92.5,2.0,-9.0
MUTED SUMMER,images-75_2.png,train,174.0,5.0,2.0,150.0,-4.0,2.0,121.0,30.0,4.0,48.0,0.0,-11.0
MUTED SUMMER,images-76_2.png,train,161.0,4.0,-1.0,144.0,-5.0,4.0,115.0,22.0,2.0,56.0,0.0,-7.0
MUTED SUMMER,images-77_2.png,train,182.0,3.0,-8.0,141.0,-2.0,6.0,158.0,14.0,-9.0,94.0,1.0,-16.0
MUTED SUMMER,images-80_2.png,train,185.0,4.0,2.0,164.0,-4.0,2.0,149.0,18.0,1.0,81.0,1.0,-8.0
MUTED SUMMER,images-83_2.png,train,169.0,2.0,-1.0,118.0,-4.0,0.0,128.0,25.0,-3.0,40.0,0.0,-6.0
MUTED SUMMER,images-85_2.png,train,179.0,2.0,1.0,124.0,-4.0,3.0,102.0,33.0,4.0,65.0,1.0,-3.0
MUTED SUMMER,images-86_2.png,train,155.0,3.0,3.0,120.0,-3.0,11.0,127.0,12.0,-5.0,75.0,1.0,-7.0
MUTED SUMMER,images-87_2.png,train,189.0,5.0,6.0,168.0,-3.0,1.0,152.0,18.0,3.0,103.0,1.0,-4.0
MUTED SUMMER,images-88_2.png,train,176.0,4.0,-4.0,148.0,-2.0,2.0,151.0,10.0,-2.0,90.0,0.0,-3.0
MUTED SUMMER,images-89_2.png,train,169.0,4.0,-6.0,109.0,-2.0,3.0,124.0,21.0,-4.0,97.0,-2.0,-5.0
MUTED SUMMER,images-9_2.png,train,163.0,1.0,-6.0,54.0,0.0,5.0,133.0,11.0,-4.0,82.0,-1.0,-15.0
MUTED SUMMER,images-90_2.png,train,134.0,5.0,-6.0,107.0,-1.0,4.0,101.0,16.0,-2.0,63.0,2.0,-5.0
MUTED SUMMER,images-91_2.png,train,195.0,5.0,-9.0,146.0,-3.0,5.0,165.0,13.0,-5.0,84.0,2.0,-3.0
MUTED SUMMER,images-92_2.png,train,196.0,5.0,-3.0,158.0,-2.0,1.0,161.0,23.0,-6.0,78.0,4.0,0.0
MUTED SUMMER,images-94_2.png,train,147.0,3.0,0.0,95.0,-2.0,1.0,98.0,21.0,-2.0,26.0,4.0,2.0
MUTED SUMMER,images-95_1.png,train,138.0,4.0,1.0,110.0,-3.0,7.0,104.0,17.0,-4.0,32.0,1.0,-2.0
MUTED SUMMER,images-96_1.png,train,160.0,7.0,11.0,120.0,-5.0,-5.0,141.0,24.0,-7.0,55.0,3.0,2.0
MUTED SUMMER,images-97_1.png,train,194.0,2.0,0.0,159.0,-4.0,2.0,144.0,28.0,-6.0,102.0,1.0,-2.0
MUTED SUMMER,images-99_1.png,train,126.0,7.0,7.0,129.0,-3.0,4.0,98.0,16.0,10.0,59.0,3.0,1.0
MUTED SUMMER,10116.jpg,train,153.0,1.0,2.0,114.0,-1.0,3.0,131.0,14.0,-5.0,71.0,1.0,1.0
MUTED SUMMER,10155.jpg,train,209.0,1.0,11.0,103.0,1.0,7.0,161.0,19.0,-5.0,95.0,8.0,3.0
MUTED SUMMER,1182.jpg,train,185.0,6.0,9.0,29.0,-2.0,2.0,140.0,25.0,9.0,122.0,-4.0,-7.0
MUTED SUMMER,13154.jpg,train,138.0,17.0,16.0,106.0,5.0,1.0,116.0,28.0,14.0,19.0,6.0,-6.0
MUTED SUMMER,1432.jpg,train,170.0,0.0,-3.0,61.0,0.0,4.0,108.0,30.0,-7.0,66.0,-3.0,-6.0
MUTED SUMMER,1469.jpg,train,161.0,7.0,5.0,79.0,3.0,0.0,120.0,16.0,2.0,36.0,5.0,-2.0
MUTED SUMMER,15269.jpg,train,186.0,4.0,9.0,69.0,-6.0,4.0,141.0,24.0,13.0,103.0,-4.0,8.0
MUTED SUMMER,15351.jpg,train,139.0,2.0,1.0,50.0,-2.0,1.0,113.0,11.0,-3.0,94.0,-3.0,-1.0
MUTED SUMMER,15759.jpg,train,141.0,5.0,15.0,38.0,0.0,-2.0,114.0,12.0,6.0,0.0,0.0,0.0
MUTED SUMMER,17223.jpg,train,130.0,6.0,1.0,40.0,-2.0,-4.0,112.0,14.0,-3.0,33.0,0.0,-3.0
MUTED SUMMER,1831.jpg,train,150.0,3.0,4.0,32.0,1.0,3.0,111.0,19.0,2.0,95.0,-3.0,-2.0
MUTED SUMMER,19912.jpg,train,173.0,5.0,8.0,85.0,2.0,3.0,154.0,15.0,3.0,132.0,-3.0,-3.0
MUTED SUMMER,21409.jpg,train,186.0,-11.0,10.0,59.0,-2.0,2.0,172.0,-4.0,4.0,119.0,-10.0,3.0
MUTED SUMMER,217.jpg,train,147.0,4.0,7.0,54.0,0.0,5.0,114.0,17.0,1.0,87.0,-3.0,-7.0
MUTED SUMMER,22110.jpg,train,188.0,0.0,5.0,48.0,1.0,1.0,146.0,13.0,7.0,131.0,-2.0,0.0
MUTED SUMMER,2232.jpg,train,157.0,3.0,0.0,87.0,-1.0,4.0,111.0,15.0,1.0,66.0,1.0,-3.0
MUTED SUMMER,22685.jpg,train,130.0,1.0,7.0,47.0,0.0,-1.0,109.0,9.0,8.0,70.0,1.0,2.0
MUTED SUMMER,22959.jpg,train,172.0,1.0,3.0,50.0,0.0,8.0,144.0,12.0,3.0,131.0,-2.0,-4.0
MUTED SUMMER,22977.jpg,train,155.0,17.0,20.0,49.0,3.0,5.0,138.0,32.0,15.0,128.0,2.0,2.0
MUTED SUMMER,22996.jpg,train,154.0,5.0,-7.0,127.0,-4.0,1.0,136.0,14.0,-10.0,34.0,7.0,-8.0
MUTED SUMMER,23464.jpg,train,137.0,8.0,-4.0,129.0,-2.0,-6.0,112.0,9.0,-6.0,80.0,5.0,-3.0
MUTED SUMMER,23704.jpg,train,181.0,3.0,10.0,73.0,0.0,7.0,155.0,11.0,8.0,148.0,-2.0,1.0
MUTED SUMMER,24890.jpg,train,166.0,0.0,1.0,17.0,-2.0,0.0,144.0,11.0,-4.0,129.0,-5.0,-12.0
MUTED SUMMER,25358.jpg,train,115.0,4.0,5.0,54.0,8.0,-1.0,101.0,9.0,1.0,97.0,2.0,-2.0
MUTED SUMMER,26334.jpg,train,161.0,0.0,6.0,27.0,0.0,-3.0,131.0,19.0,-10.0,67.0,2.0,-6.0
MUTED SUMMER,2727.jpg,train,200.0,-25.0,19.0,30.0,2.0,-12.0,81.0,3.0,-4.0,69.0,-2.0,-10.0
MUTED SUMMER,3260.jpg,train,153.0,3.0,2.0,29.0,0.0,2.0,138.0,15.0,-5.0,92.0,-2.0,-11.0
MUTED SUMMER,3280.jpg,train,137.0,5.0,8.0,52.0,4.0,6.0,109.0,20.0,8.0,0.0,0.0,0.0
MUTED SUMMER,3297.jpg,train,107.0,8.0,11.0,146.0,-2.0,-11.0,96.0,10.0,6.0,75.5,2.0,2.0
MUTED SUMMER,3496.jpg,train,194.0,0.0,3.0,41.0,4.0,2.0,150.0,13.0,-5.0,72.0,8.0,2.5
MUTED SUMMER,3702.jpg,train,153.0,2.0,-7.0,28.0,0.0,5.0,104.0,18.0,-5.0,69.0,-2.0,-8.0
MUTED SUMMER,6378.jpg,train,172.0,2.0,2.0,27.0,1.0,0.0,142.0,12.0,1.0,16.0,2.0,1.0
MUTED SUMMER,6735.jpg,train,138.0,4.0,9.0,57.0,3.0,5.0,88.0,10.0,6.0,21.0,2.0,2.0
MUTED SUMMER,7215.jpg,train,123.0,4.0,0.0,53.0,-1.0,4.0,93.0,14.0,-2.0,84.0,0.0,-7.0
MUTED SUMMER,Bianca-Balti SOFT SUMMER.png,train,182.0,2.0,2.0,66.0,-2.0,-4.0,130.0,19.0,5.0,106.0,-5.0,-8.0
MUTED SUMMER,carmen-chaplin-SOFT SUMMER.png,train,174.0,0.0,5.0,29.0,-2.0,-1.0,94.0,36.0,10.0,119.5,-4.5,-11.0
MUTED SUMMER,Dakota Johnson SOFT SUMMER.png,train,181.0,0.0,4.0,24.0,1.0,1.0,114.0,21.0,3.0,109.0,-4.0,-6.0
MUTED SUMMER,Denise Vasi SOFT SUMMER.png,train,162.0,2.0,7.0,40.0,0.0,-2.0,103.0,45.0,-10.0,137.0,-6.0,-12.0
MUTED SUMMER,Emilia Clarke SOFT SUMMER.png,train,182.0,0.0,2.0,34.0,4.0,2.0,139.0,15.0,-4.0,121.0,-2.0,-9.0
